data,classificacao,tipo,noticia
28/04/2024,0,poluição,"2023 foi o ano mais quente já registrado nos últimos 100 mil anos diz observatório europeu Relatório foi divulgado pelo Serviço de Mudanças Climáticas Copernicus da União Europeia nesta terça O calor é resultado do aumento dos gases do efeito estufa e do El Niño"
28/04/2024,1,poluição,"Como hidrogênio subterrâneo poderá criar uma nova 'corrida do ouro' no mundo Hidrogênio pode ser a chave para levar a economia global a zerar suas emissões de gases poluentes"
28/04/2024,0,desastres,"Ilha de calor o 'assassino silencioso' que assusta o verão da Austrália Calor é mais mortal do que todos os outros desastres naturais combinados no país"
28/04/2024,1,desmatamento,"Área sob alerta de desmatamento na Amazônia cai pela metade e sobe 43% no Cerrado em 2023 aponta Inpe Acumulado de 2023 na Amazônia é o menor desde 2018 Já o Cerrado atingiu o maior índice da série histórica do Deter no bioma Os dados divulgados vão até o dia 29 de dezembro"
28/04/2024,1,biodiversidade,"O raro pássaro metadefêmea metademacho avistado na Colômbia Uma ave que tinha a típica plumagem masculina no lado direito e feminina no lado esquerdo vista na Colômbia tem cativado especialistas e adeptos da ornitologia"
28/04/2024,0,crimes ambientais,"Fiscalização flagra pescador em atividade irregular durante a piracema no Rio Paraná e apreende barco motor e caniço em Paulicéia Homem de 50 anos levou multa de R$ 115000 e ainda responderá criminalmente"
28/04/2024,1,biodiversidade,"Minúscula e escondida dentro de bromélias nova espécie de rã é descoberta no ES Após oito anos de pesquisas a publicação da nova espécie de rã foi publicada no Journal of Herpetology no dia 19 de dezembro O anfíbio foi encontrado na Pedra do Garrafão localizada em Santa Maria de Jetibá na Região Serrana do Espírito Santo"
28/04/2024,0,mudanças climáticas,"78% dos brasileiros acham que atividade humana contribui para aquecimento global diz Datafolha Pesquisa aponta percepção dos brasileiros sobre relação entre ações humanas e mudanças climáticas Maioria da população acredita que eventos climáticos extremos se tornaram mais comuns"
28/04/2024,0,crimes ambientais,"Polícia Ambiental apreende 1750 metros de redes de pesca armadas irregularmente durante a piracema no Rio Paraná Mais de 30 quilos de peixes foram doados ao Lar Cantinho Feliz em Panorama (SP)"
28/04/2024,1,mudanças climáticas,"Rosaldo o passarinho romântico e persistente que ajuda cientistas brasileiros a entender as mudanças climáticas Grupo de cientistas acompanha o passarinho desde antes do nascimento Informações podem ajudar a entender as estratégias que a espécie adota para se adaptar e responder às mudanças climáticas  como o aumento do nível do mar ou a maior frequência de eventos extremos"
28/04/2024,0,mudanças climáticas,"Onda de calor animação mostra temperaturas anormais em dezembro nos últimos 60 anos Mês deve ser mais fresco que os anteriores mas ainda assim há chance de recorde em razão do aquecimento global e do El Niño que causou calores anômalos em 2009 e 2015 por exemplo"
28/04/2024,1,preservação e conservação,"Leilão de petróleo pela segunda vez nenhuma empresa apresenta proposta para explorar área perto de Fernando de Noronha Em leilão da ANP em 2021 Bacia Potiguar também não recebeu ofertas Para ambientalista falta de adesão das petroleiras está relacionada aos riscos ambientais e operacionais envolvidos"
28/04/2024,0,poluição,"COP 28 avança ao citar combustíveis fósseis mas é insuficiente contra o colapso do clima avaliam entidades Especialistas dizem que o documento ainda está distante do ideal dada a magnitude e agravamento da crise climática"
28/04/2024,0,poluição,"COP 28 termina com avanço sobre transição energética mas exclui eliminação dos combustíveis fósseis O presidente da COP 28 Sultan Al Jaber chamou o acordo de 'histórico' mas acrescentou que o seu verdadeiro sucesso estaria na sua implementação"
28/04/2024,0,poluição,"COP 28 novo rascunho cita 'transição' mas não defende eliminação dos combustíveis fósseis Negociações estavam previstas para terminar por volta das 11h da terçafeira (12) mas só no começo da madrugada de quarta (13) o rascunho do documento final foi divulgado Texto precisa de aval dos 198 paísesmembros da conferência"
28/04/2024,0,mudanças climáticas,"Nova onda de calor pode elevar temperaturas até 40°C em pelo menos sete estados Nova alta das temperaturas deve afetar Mato Grosso do Sul Goiás Distrito Federal sul do Mato Grosso norte de São Paulo grande parte de Minas Gerais sul do Tocantins e oeste da Bahia"
28/04/2024,1,biodiversidade,"Primeiro jacaré branco nasce em parque de répteis nos EUA Os jacarés leucísticos são a variação genética mais rara do jacaré americano Eles diferem dos crocodilos albinos que têm olhos rosados e perda completa de pigmento"
28/04/2024,1,poluição,"COP 28 Secretário da Opep pressiona contra compromisso de eliminação de combustíveis fósseis e países protestam Secretáriogeral do grupo Haitham Al Ghais reforçou posição do grupo contra o compromisso climático que prevê fim da utilização de combustíveis que contribuem para o aquecimento global Brasil foi convidado a pertencer à Opep+ durante a conferência"
28/04/2024,0,políticas ambientais,"Em Dubai lideranças indígenas da Amazônia cobram soluções para seca queimadas e desmatamento Sede da COP 30 Pará tem pior cenário e perdeu área de floresta equivalente ao Espírito Santo desde 2008 Em um ano Amazônia brasileira teve queda de 80% nas chuvas e aumento de 30% nas temperaturas aponta relatório lançado por lideranças brasileiras neste sábado 9 em Dubai"
28/04/2024,0,secas,"Dezenas de elefantes morrem de sede no Zimbábue devido à seca Fenômeno sazonal climático El Niño que é agravado pelas mudanças climáticas diminuiu volume de chuvas e aumentou temperatura na região"
28/04/2024,1,biodiversidade,"Cesp inicia marcação de 600 peixes de espécies migratórias para monitoramento durante a piracema na Bacia do Rio Paraná Com os microchips o objetivo é fazer com que as espécies fiquem registradas ao passarem pela escada de transposição da Usina Hidrelétrica de Porto Primavera em Rosana (SP)"
28/04/2024,0,desmatamento,"Inpe alertas de desmatamento no Cerrado têm pior novembro da série histórica No bioma alertas detectados pelo Deter chegaram a 572 km² no último mês área um pouco menor que o tamanho de São Luís Já a Amazônia registrou a sua menor taxa no mesmo período Série de medições do instituto começou em 2017 para o Cerrado e 2015 para a Amazônia"
28/04/2024,0,mudanças climáticas,"Tuvalu conheça o país que pode ser engolido pelo mar e que tenta sobreviver como nação digital Pequeno conjunto de ilhas no Oceano Pacífico corre o risco de desaparecer nos próximos anos Governo tenta manter soberania e quer digitalizar desde a configuração geográfica do território até a cultura da população"
28/04/2024,0,preservação e conservação,"Conselho recomenda que governo retire duas florestas e 17 parques nacionais de programa de privatização No caso de 11 unidades conselho recomendou que governo mantenha apenas a possibilidade de concessões Unidades foram recomendadas para programas de privatização durante o governo Bolsonaro"
28/04/2024,1,poluição,"Na COP 28 EUA se comprometem a parar de usar carvão em usinas O carvão responde por cerca de 40% das emissões de combustíveis fósseis e os EUA são um dos maiores emissores globais Anúncio vem um dia depois do presidente francês cobrar que as maiores economias do mundo acabem com o carvão antes de 2030"
28/04/2024,1,preservação e conservação,"No AP ação realiza monitoramento de quelônios no maior parque de preservação do país Ação do ICMBio ocorre em parceria com moradores de comunidades ribeirinhas no Parque Nacional Montanhas do Tumucumaque e na Floresta Nacional do Amapá"
28/04/2024,1,biodiversidade,"Cinco novas espécies de peixes de águas profundas são encontradas pela primeira vez no Brasil Pesquisa foi feita por pesquisadores da UFRPE da URFJ e do Instituto Francês IRD em Fernando de Noronha e no Rio Grande do Norte"
28/04/2024,0,poluição,"Câmara aprova 'agenda verde' que vai na contramão da COP28 e incentiva usinas a carvão Texto regulamenta usinas eólicas em altomar amplia subsídios eleva gastos ao consumidor e prevê incentivos a uso de carvão mineral considerado um dos mais poluentes do mundo"
28/04/2024,1,desmatamento,"Desmatamento na Mata Atlântica cai 59% nos primeiros oito meses de 2023 aponta boletim Área desmatada entre janeiro e agosto deste ano foi de 9216 hectares em todo o país No mesmo período do ano passado foram 22240 hectares Em SP houve redução de 33% no índice apesar dos 'desmatamentos naturais' detectados durante os deslizamentos no Litoral Norte"
28/04/2024,0,desmatamento,"Desmatamento no Cerrado sobe 3% e alcança 11 mil km² aumento ocorre pela quarta temporada consecutiva Segundo dados do projeto Prodes Cerrado do governo federal área de vegetação nativa destruída equivale ao tamanho aproximado da cidade de Manaus"
28/04/2024,0,crimes ambientais,"STJ valida cobrança pelo Ibama de R$ 29 bi em multas ambientais barradas pelo governo Bolsonaro Segundo a AdvocaciaGeral da União medida encerra controvérsia que poderia resultar na anulação de 183 mil autos de infração e garante a legitimidade da cobrança desses valores"
28/04/2024,0,mudanças climáticas,"Super El Niño Aquecimento do Pacífico atinge maior patamar desde 2016 Dados do novo relatório da Agência Oceânica e Atmosférica dos Estados Unidos (NOAA) apontam uma alta de 21°C na região do Pacífico Equatorial CentroLeste"
28/04/2024,0,incêndios,"Incêndio em área quilombola do Amapá já dura cerca de 24 horas local concentra grande vegetação Fogo iniciou na manhã desta sextafeira (24) e se intensificou durante o restante do dia"
28/04/2024,0,crimes ambientais,"Fiscalização flagra pescador em atividade irregular durante a piracema no Rio Paraná em Paulicéia Homem de 73 anos foi multado em R$ 208000 e ainda irá responder por crime ambiental"
28/04/2024,1,poluição,"RJ lança 1° Corredor Sustentável do país para abastecer caminhões com gás natural que reduz em 20% a emissão de gases do efeito estufa Além de poluir menos o meio ambiente combustível é muito mais econômico e segundo os motoristas pode representar uma economia de até 50% quando comparado ao diesel"
28/04/2024,1,poluição,"Nível de emissões de gases de efeito estufa no Brasil caiu 8% em 2022 aponta relatório Dados da 11ª edição do Sistema de Estimativas de Emissões de Gases do Efeito Estufa do Observatório do Clima mostram que meta estabelecida para 2025 pode ser atingida com redução de 49% nas emissões causadas pelo desmatamento da Amazônia"
28/04/2024,0,crimes ambientais,"Ação encontra áreas desmatadas e apreende 17 metros cúbicos de madeira ilegal no Amapá Fase da operação ‘Guardiões dos Biomas’ ocorreu entre os dias 11 e 20 de novembro no Sul do estado Locais foram identificados a partir de imagens de satélite Uma pessoa foi presa"
28/04/2024,0,desastres,"Tornado raio enchentes eventos climáticos recentes deixam mortos e desabrigados Mais de 200 cidades registraram danos por causa dos temporais na região Sul"
28/04/2024,0,mudanças climáticas,"Calor de 448°C Araçuaí (MG) tem o dia mais quente no histórico de medições do Brasil diz Inmet Município com 34 mil habitantes que fica no Vale do Jequitinhonha registrou o dia mais quente em quase 18 anos Em 2023 foram 8 ondas de calor registradas no país"
28/04/2024,0,mudanças climáticas,"Pela 1ª vez mundo registra um dia com temperatura média global 2°C acima da era préindustrial Dados do Copernicus (C3S) mostram que recorde foi batido na sexta (17) anomalia foi de 207°C Meta do Acordo de Paris é reduzir emissões dos gases de efeito estufa para limitar o aquecimento global a 15°C"
28/04/2024,0,mudanças climáticas,"ONU metas do Acordo de Paris já são insuficientes para evitar aquecimento crítico de 15°C Novo relatório da agência das Nações Unidos para o Meio Ambiente afirma que no cenário mais otimista a probabilidade de limitar o aquecimento a 15°C acima dos níveis préindustriais é de apenas 14%"
28/04/2024,0,mudanças climáticas,"Previsão indica alerta de tempestades neste domingo para 9 estados e DF Avanço da frente fria os temporais que causaram estragos na região Sul podem se espalhar pela área central do país devido ao aumento da umidade pelo continente"
28/04/2024,0,desastres,"Chuvas no Sul causam mortes e enchentes deixam desabrigados Dezenas de cidades reconheceram emergência por conta dos prejuízos causados pelas condições do tempo Duas pessoas morreram soterradas na tarde deste sábado no Rio Grande do Sul"
28/04/2024,0,desastres,"Alerta de 'perigo' para tempestades está em vigor neste sábado para 11 estados e DF saiba possíveis riscos Cemaden alerta para possibilidade de alagamentos e deslizamentos de terra nas regiões Sul e Sudeste"
28/04/2024,0,mudanças climáticas,"Fogo no Pantanal seca no Norte calorão no Sudeste e tempestade no Sul Brasil sofre com eventos climáticos extremos e catastróficos Nesta sextafeira (17) consequências desse cenário catastrófico foram registradas de Norte a Sul do país reportagem detalha a situação em cada um desses locais"
28/04/2024,0,mudanças climáticas,"17 estados e DF estão sob alerta de chuvas fortes e temporais previsão indica ventos de até 100 km/h Em SP termômetro vai de 37°C para 23°C entre sábado e segunda Pico da onda de calor foi nesta sexta e meteorologia aponta trégua nos recordes com estados enfrentando máximas mais 'amenas' na próxima semana"
28/04/2024,0,incêndios,"Incêndios no Pantanal atingem Transpantaneira a principal via de acesso ao bioma em MT Focos chegam a 3 mil nos primeiros 15 dias de novembro e fogo continua a avançar preocupando população Agentes combatem as chamas durante dia e noite"
28/04/2024,0,poluição,"Gases de efeito estufa atingem novo recorde e impactos climáticos aumentam alerta ONU Agência das Nações Unidas publicou relatório apontando que a concentração de dióxido de carbono (CO2) e metano (CH4) atingiram níveis sem precedentes no último ano"
28/04/2024,0,climudanças climáticasma,"Mortes relacionadas ao calor extremo podem aumentar em quase cinco vezes até 2050 alerta relatório Especialistas alertam que a saúde da humanidade está em grave perigo Com cerca de 11ºC de aquecimento as pessoas já experimentaram em média cerca de 86 dias de temperaturas elevadas que ameaçam a saúde entre 2018 e 2022"
28/04/2024,1,poluição,"China e EUA anunciam grupo bilateral para transição energética e combate à poluição Países disseram apoiar declaração do G20 para triplicar capacidade global de energia renovável até 2030 Anúncio foi feito um dia antes do encontro entre Biden e Xi Jinping"
28/04/2024,0,mudanças climáticas,"Brasil tem 15 estados e DF com alerta para calor intenso sensação térmica pode se aproximar dos 53°C no Rio Sensação térmica no Rio de Janeiro pode chegar a 53 °C nesta terçafeira (14) Há também alerta para baixa umidade do ar em algumas regiões"
28/04/2024,0,mudanças climáticas,"Levantamento mostra aumento das ondas de calor no Brasil nas últimas décadas médicos recomendam mais hidratação Pelo menos 15 estados brasileiros enfrentaram altas temperaturas nesta segundafeira (13) Segundo especialista o corpo perde muita água e precisa de mais hidratação do que o normal"
28/04/2024,0,mudanças climáticas,"Onda de calor Inmet amplia alerta vermelho de grande perigo para 15 estados e o DF e o estende até sexta (17) Antes o aviso era para seis estados e o DF e iria até quarta (15) O alerta vermelho é emitido quando um fenômeno meteorológico é de intensidade excepcional"
28/04/2024,1,sustentabilidade,"Cidade faculdade e prédios de madeira saiba por que o material é visto como o futuro da construção Insumo é alternativa sustentável e pode reduzir o uso de recursos não renováveis Instituto de Arquitetura da USP irá construir um dos primeiros prédios públicos de madeira do país"
28/04/2024,0,crimes ambientais,"Garimpo ilegal avança 10 mil hectares na bacia do Xingu no Pará desde 2018 aponta instituto liderança diz que indígenas sofrem prejuízo Dados do garimpo ilegal na bacia do Xingu foram reunidos em um dossiê publicado pelo Instituto Socioambiental e Rede Xingu+ Dois municípios paraenses são responsáveis por 221% do crescimento da atividade ilegal"
28/04/2024,1,desmatamento,"Queda do desmatamento na Amazônia Ibama e ICMBio aumentaram em 200% a fiscalização diz Marina Silva O desmatamento na Amazônia em 12 meses foi o menor dos últimos cinco anos de acordo com dados do Inpe  Instituto Nacional de Pesquisas Estaduais"
28/04/2024,0,mudanças climáticas,"Onda de calor ganha força no Sudeste e no CentroOeste previsão é de temperaturas mais altas na próxima semana Frente fria deve levar chuva ao Sul do país durante todo o fim de semana"
28/04/2024,1,desmatamento,"Inpe taxa de desmatamento na Amazônia cai 22% Área desmatada entre a temporada de 12 meses de agosto de 2022 a julho de 2023 é equivalente ao tamanho da República de Chipre 9001 km² Na edição anterior esse número foi de 11594 km²  agosto de 2021 a julho de 2022"
28/04/2024,0,mudanças climáticas,"Onda de calor Inmet emite aviso de perigo para 5 estados e diz que alerta pode ser ampliado na próxima semana Temperaturas devem ficar 5ºC acima da média até sextafeira (10) No entanto fenômeno pode se expandir e ganhar intensidade trazendo mais calor para mais estados brasileiros"
28/04/2024,0,mudanças climáticas,"2023 deve ser o ano mais quente em 125 mil anos diz observatório europeu Informação foi divulgada por pesquisadores do Serviço de Mudanças Climáticas Copernicus da União Europeia nesta quartafeira O calor é resultado do aumento dos gases do efeito estufa e do El Niño"
28/04/2024,0,mudanças climáticas,"El Niño deve durar ao menos até abril de 2024 aponta Organização Meteorológica Mundial Novo relatório de agência da ONU afirma que 2024 será um ano ainda mais quente que o atual que já caminha para se tornar o mais quente da história"
28/04/2024,0,crimes ambientais,"Polícia Ambiental resgata 97 filhotes de aves silvestres de cativeiro em Teodoro Sampaio Foram encontrados papagaios tucanos e araravermelha e casal foi autuado em R$ 365 mil"
28/04/2024,1,políticas ambientais,"Durante TEDxAmazônia palestrantes debatem defesa da floresta e dos povos originários O evento tem a participação de 50 palestrantes e mais de 450 pessoas para debater sobre ciência empreendedorismo e combate ao desmatamento e conservação da biodiversidade amazônica"
28/04/2024,0,crimes ambientais,"Com cães americanos preparados com colar de GPS caçador ilegal de javali é interceptado pela Polícia Ambiental em Taciba Homem de 72 anos não tinha autorização para atuar em fazenda"
28/04/2024,1,preservação e conservação,"Trilha das gigantes centenárias Parque nacional no ES tem árvores com mais de 400 anos saiba como visitar Criada em 2002 a Floresta Nacional de Pacotuba localizada em Cachoeiro de Itapemirim no Sul do Espírito Santo tem mais de 300 espécies de árvores sendo 50 delas ameaçadas de extinção"
28/04/2024,0,mudanças climáticas,"Países ricos reduziram a ajuda financeira para os países pobres enfrentarem as mudanças climáticas aponta relatório da ONU Em 2021 que é o último ano com dados atualizados a ajuda foi de US$ 21 bilhões  uma queda de 15% A ONU diz que países mais pobres precisam de pelo menos 10 vezes este valor para se adaptar"
28/04/2024,0,secas,"Faixa de areia é tomada por lixo após seca no Rio Negro 'Situação precária' diz morador Moradores sofrem com a falta de água potável e perdem fonte de renda com a seca do rio"
28/04/2024,0,poluição,"'A gente fica dodói da barriga' diz criança indígena sobre ter que beber água suja após seca no AM No município de Tefé os repórteres Nathalia Tavolieri e André Neves conversaram com indígenas da tribo Arauiri que com a seca do Rio Solimões ficaram isolados"
28/04/2024,0,biodiversidade,"De água doce tilápias encontradas no mar podem causar doenças e mortalidade de peixes entenda riscos Espécie já foi encontrada em praias no litoral de Santa Catarina Rio de Janeiro e Maranhão Territorialistas e predadoras tilápias podem causar a extinção de espécies marinhas menores"
29/04/2023,0,poluição,"Do arroto do boi ao desmatamento produção de comida gera 18 bilhão de toneladas de gases poluentes no Brasil Dados do Observatório do Clima mostram que produção e distribuição de alimentos foram responsáveis por 737% das emissões em 2021 A maior parte é gerada pela produção de carne devido a emissão de metano por parte dos animais e desmatamento para pastagem"
29/04/2023,0,incêndios,"Governo do AP decreta situação de emergência em todo o Estado por conta das queimadas Assinatura do decreto aconteceu neste sábado (21) em Tartarugalzinho um dos municípios mais atingidos pelas queimadas Famílias afetadas irão receber ajuda humanitária do governo"
29/04/2023,0,incêndios,"Incêndios no Pantanal devastam 258 mil hectares em duas semanas diz levantamento Somente em outubro foram 533 focos em MT e MS  com 379 focos em Mato Grosso"
29/04/2023,1,biodiversidade,"Mamíferos de médio e grande porte são monitorados na Amazônia para inventário da fauna silvestre nacional Entre espécies que equipe do ICMBio pretende acompanhar estão antas e veados Monitoramento acontece no Parque Nacional Montanhas do Tumucumaque no Amapá"
29/04/2023,0,secas,"A combinação climática que está secando os rios da Amazônia El Niño no Oceano Pacífico Águas mais quentes no Oceano Atlântico Especialistas explicam os mecanismos por trás de uma das maiores secas da Amazônia"
29/04/2023,1,incêndios,"Governo anuncia envio de 149 brigadistas para combate a incêndios florestais no Amazonas Profissionais do Ibama e do ICMBio vão atuar contra queimadas que atingem o estado Este é o pior outubro em incêndios no Amazonas nos últimos 25 anos segundo o Inpe"
29/04/2023,0,crimes ambientais,"Caseiro de fazenda leva multa de R$ 500 e ainda vai responder criminalmente por caçar tatugalinha em Pacaembu Animal já abatido foi recolhido pela Polícia Ambiental e destinado ao aterro sanitário"
29/04/2023,0,poluição,"Contaminação de mercúrio em bebês indígenas Fiocruz inicia estudo com gestantes Munduruku para avaliar riscos Metal pesado usado no garimpo ilegal é altamente tóxico e pode causar graves problemas de saúde ao atacar o sistema nervoso Em Brasília indígenas brasileiros e sulamericanos foram ouvidos em reunião da Convenção de Minamata sobre o uso de mercúrio em seus territórios"
29/04/2023,0,mudanças climáticas,"Planeta teve o mês de setembro mais quente da história e 2023 deve bater recorde alerta observatório europeu Segundo o Copernicus setembro ficou 093ºC acima da média do período 19912020 para o mês Somados os nove meses de 2023 a temperatura global é a mais quente já registrada"
29/04/2023,0,poluição,"Após acordo com o agro Senado aprova projeto que regulamenta mercado de carbono no Brasil Relatora senadora Leila Barros retirou agricultura e pecuária da regulamentação Projeto que vai à Câmara regula empresas que emitem mais de 10 mil toneladas de poluentes ao ano"
29/04/2023,0,desastres,"Autoridades sabiam desde 2014 sobre risco de desabamento em comunidade engolida no AM Relatório do Serviço Geológico do Brasil do governo federal apontou 'cicatriz' de 90 m no solo do povoado que já apresentava alto risco para deslizamentos Defesa Civil não se pronunciou"
29/04/2023,0,mudanças climáticas,"Inmet emite alerta de perigo para temporais no Sul calor continua em grande parte do país Inmet emitiu alerta laranja de perigo para o Sul com previsão de ventos que podem chegar a 100 km/h e queda de granizo Cuiabá deve ser a capital mais quente nesta quarta com máxima de 40ºC"
29/04/2023,0,desastres,"Seca extrema pode ter agravado desmoronamento que engoliu vila no interior do Amazonas entenda Fenômeno chamado de 'terras caídas' causado pela erosão do solo é comum na região Duas pessoas morreram e três seguem desaparecidas após queda de barranco no fim de semana"
29/04/2023,0,mudanças climáticas,"Seca na Amazônia pode bater recorde e se estender até janeiro situação de rios estratégicos é crítica Estiagem é mais grave na Amazônia Ocidental composta por Acre Rondônia Roraima e Amazonas"
29/04/2023,0,mudanças climáticas,"Em meio à seca na Amazônia 110 botos são achados mortos no Lago Tefé (AM) aponta Instituto Mamirauá Contagem começou no sábado (23) e situação é considerada crítica para as espécies Causa será investigada mas pesquisadores suspeitam de ligação com estiagem e alta temperaturas"
29/04/2023,0,mudanças climáticas,"Sem água na torneira comida mais cara o suplício das famílias em seca histórica na Amazônia Combinação de El Niño e aquecimento do Atlântico provoca segunda pior estiagem na região em 13 anos e diversos municípios amazônicos declaram situação de emergência"
29/04/2023,0,mudanças climáticas,"Seca fora do normal em rios da Amazônia tem relação com El Niño e aquecimento do Atlântico Norte entenda Estiagem na região que tem castigado milhares de moradores deve se prolongar pelos próximos meses atrasando o início da estação chuvosa que começaria a partir de outubro"
29/04/2023,0,poluição,"Restos de máscara são encontrados pela primeira vez dentro de estômago de tartaruga no ES Registro foi feito por veterinários do Instituto de Pesquisa e Reabilitação de Animais Marinhos (Ipram) Tartaruga foi encontrada morta na Orla de Camburi em Vitória e estava com um pedaço grande de máscara com a parte do elástico próximo ao nariz"
29/04/2023,0,mudanças climáticas,"Primavera na BA será de temperaturas elevadas e com pouca chuva veja o que esperar da nova estação Elevação dos termômetros tem relação direta com o El Niño muito mais rigoroso neste ano e com a crise climática que torna os eventos climáticos extremos mais comuns"
29/04/2023,0,mudanças climáticas,"Terra teve o agosto mais quente da história em 2023 diz agência americana Agência Americana Oceânica e Atmosférica (NOAA) aponta que há 95% de chance de 2023 estar entre os dois anos mais quentes já registrados na Terra"
29/04/2023,0,desmatamento,"40% da área de garimpo na Amazônia foi aberta nos últimos 5 anos aponta levantamento do MapBiomas Em apenas um ano a área ocupada pela atividade no país cresceu 35 mil hectares  o tamanho de uma cidade como Curitiba"
29/04/2023,1,tecnologia e inovação,"Projeto escolar reutiliza água de centrais de ar para irrigar hortas no interior do Amapá Ideia desenvolvida por estudante de 11 anos de Porto Grande foi apresentada na Feira de Ciências e Engenharia do Amapá (Feceap) Evento científico reúne 121 projetos de alunos dos ensinos fundamental médio e superior"
29/04/2023,0,desmatamento,"Arrendatário leva multa de R$ 87 mil após derrubar 29 árvores nativas para plantar soja em fazenda em Santo Anastácio Homem de 40 anos só tinha autorização para o corte de 10 exemplares"
29/04/2023,1,preservação e conservação,"Alunos de escolas municipais de Rosana soltam 50 mil peixes no Rio Paraná no distrito de Porto Primavera Espécies ameaçadas de extinção como a piracanjuba fizeram parte do repovoamento"
29/04/2023,0,mudanças climáticas,"Onda de calor Inmet emite alerta vermelho de grande perigo para nove estados até domingo Válido até o domingo às 18h o alerta vermelho é emitido quando um fenômeno meteorológico é de intensidade excepcional"
29/04/2023,1,sustentabilidade,"Para reduzir uso de plástico na restauração florestal Instituto de Pesquisas Ecológicas utiliza 'ecopotes' para plantar mudas de árvores nativas da Mata Atlântica Tubos são produzidos nos viveiros comunitários em Mirante do Paranapanema (SP) e Teodoro Sampaio (SP) com fibras orgânicas que se decompõem após plantados"
29/04/2023,0,mudanças climáticas,"Onda de calor Inmet emite alertas de baixa umidade do ar para 16 estados e o Distrito Federal Com chuvas intensas no Sul e agora nova onda de calor Brasil vive ano com sequência de eventos climáticos extremos impulsionados pelo aquecimento global Em boa parte do país termômetros estão 5 graus acima do previsto para essa época do ano"
29/04/2023,0,preservação e conservação,"A planta amazônica que virou a espécie invasora mais dominante do planeta Plantas exóticas invasoras como o aguapé fazem parte do grupo de espécies que estão relacionadas a 60% das extinções de outras plantas e animais a nível mundial"
29/04/2023,0,mudanças climáticas,"A perigosa mudança que pode transformar Antártida de 'geladeira' a 'aquecedor' do planeta Há o temor de que gelo antártico passe a absorver  em vez de refletir  energia do sol"
29/04/2023,1,poluição,"Dia Mundial da Limpeza mutirão recolhe 64 quilos de lixo e conscientiza para preservação de Noronha Ação foi realizada neste sábado (16) no Porto de Santo Antônio"
29/04/2023,1,tecnologia e inovação,"Drones iluminam NY em campanha pela floresta amazônica Equipamentos formaram espécies do bioma no céu da ilha de Manhattan onça botocorderosa árvore Sumaúma entre outras figuras"
29/04/2023,0,mudanças climáticas,"Temperatura mundial deve aumentar até 26°C diz relatório da ONU Painel que acompanha ações contra mudanças climáticas diz que apesar do Acordo de Paris em 2015 ainda é necessário muito mais para limitar aumento de 15°C a no máximo 20°C"
29/04/2023,0,desmatamento,"Desmatamento prejudica a alimentação dos peixes que ajudam no reflorestamento em MT Segundo pesquisadores o desmatamento e a presença de usinas hidrelétricas na região norte do estado estão destruindo a mata ciliar da Bacia do Tapajós  só há troncos secos sem árvores frutíferas para alimentar os peixes"
29/04/2023,0,crimes ambientais,"'Jardineira das florestas' anta é encontrada morta em trecho da rodovia que corta o Parque Estadual do Morro do Diabo Secretaria de Meio Ambiente Infraestrutura e Logística do Estado de São Paulo (Semil) informou que o animal não apresentava sinais de atropelamento"
29/04/2023,0,mudanças climáticas,"Região Sul tem 7 de cada 10 alertas de ciclones no Brasil nos últimos dez anos Meteorologista explica que região tem maior contraste entre ar quente e úmido do norte do planeta com ar frio do hemisfério sul Santa Catarina é o estado com maior número de registros Ciclone no Rio Grande do Sul causou ao menos 40 mortes"
29/04/2023,0,mudanças climáticas,"Feriado terá formação de novo ciclone no Sul do Brasil e temperaturas em elevação no Sudeste Temperaturas ficam ao redor dos 25°C nos quatro estados do Sudeste enquanto novas instabilidades provocam mais chuvas no Rio Grande do Sul"
29/04/2023,0,mudanças climáticas,"Chuvas no Sul ciclone e frente fria se formaram ao mesmo tempo e foram intensificados por El Niño entenda Tempestades no RS deixaram 31 mortos até quarta (6) Meteorologista explica que se não fosse por El Niño mais severo chuvas não teriam sido tão fortes"
29/04/2023,0,mudanças climáticas,"Temperaturas médias mundiais batem recorde nos meses de junho julho e agosto Observatório Europeu afirma que as temperaturas médias foram as mais altas já registradas durante o verão no Hemisfério Norte O ano de 2023 também deve ser o mais quente da história"
29/04/2023,0,desastres,"Chuvas no Sul o que está por trás das tempestades devastadoras que já mataram 27 pessoas Fortes chuvas e um ciclone extratropical causaram destruição e mortes em cidades do Rio Grande do Sul"
29/04/2023,1,desmatamento,"Alertas de desmatamento na Amazônia caem 66% em agosto Taxa de desmate para o mês é a 3ª menor da série histórica do Inpe 563 km² Novo sistema de medições começou em 2015"
29/04/2023,0,desastres,"Após ciclone extratropical no Sul frente fria derruba temperaturas em São Paulo e provoca chuvas no Rio Instituto Nacional de Meteorologia (Inmet) emitir alertas laranjas para seis estados do país"
29/04/2023,0,desastres,"Ciclone extratropical entenda fenômeno que causou mortes e alerta vermelho no RS Segundo a Defesa Civil quatro mortes foram registradas em decorrência do mau tempo e 353 pessoas ficaram desalojadas até o início da tarde desta segunda (4/9)"
29/04/2023,1,desmatamento,"Cooperativa indígena fornece sementes nativas da Mata Atlântica para recuperar florestas e produz peças de artesanato no ES Só em 2022 mais de 22 mil quilos de sementes de árvores nativas fora coletadas em Aracruz no Norte do estado Tradição é passada de geração em geração"
